Date,AAPL,AMZN,GOOGL,META,MSFT,NVDA,TSLA
2015-02-03,29.662500381469727,18.177499771118164,26.665000915527344,75.4000015258789,41.599998474121094,0.5027499794960022,14.557332992553711
2015-02-04,29.889999389648438,18.237499237060547,26.30500030517578,75.62999725341797,41.84000015258789,0.5040000081062317,14.569999694824219
2015-02-05,29.985000610351562,18.694499969482422,26.491500854492188,75.61000061035156,42.45000076293945,0.5122500061988831,14.732666969299316
2015-02-06,29.732500076293945,18.714000701904297,26.694000244140625,74.47000122070312,42.40999984741211,0.5099999904632568,14.490667343139648
2015-02-09,29.93000030517578,18.527999877929688,26.464000701904297,74.44000244140625,42.36000061035156,0.5095000267028809,14.498666763305664
2015-02-10,30.5049991607666,18.649999618530273,27.007999420166016,75.19000244140625,42.599998474121094,0.5237500071525574,14.419333457946777
2015-02-11,31.219999313354492,18.756999969482422,26.899999618530273,76.51000213623047,42.380001068115234,0.5202500224113464,14.186667442321777
2015-02-12,31.614999771118164,18.85849952697754,27.300500869750977,76.2300033569336,43.09000015258789,0.5575000047683716,13.525333404541016
2015-02-13,31.770000457763672,19.09149932861328,27.558000564575195,75.73999786376953,43.869998931884766,0.5577499866485596,13.584667205810547
2015-02-17,31.957500457763672,18.771499633789062,27.250499725341797,75.5999984741211,43.58000183105469,0.559499979019165,13.623332977294922
2015-02-18,32.18000030517578,18.668500900268555,27.13249969482422,76.70999908447266,43.529998779296875,0.5529999732971191,13.630666732788086
2015-02-19,32.11249923706055,18.950000762939453,27.322500228881836,79.41999816894531,43.5,0.5544999837875366,14.11400032043457
2015-02-20,32.375,19.183000564575195,27.09000015258789,79.9000015258789,43.86000061035156,0.5584999918937683,14.473999977111816
2015-02-23,33.25,19.006999969482422,26.75,78.83999633789062,44.150001525878906,0.5540000200271606,13.822667121887207
2015-02-24,33.04249954223633,18.929500579833984,26.9325008392334,78.44999694824219,44.09000015258789,0.5577499866485596,13.607333183288574
2015-02-25,32.1974983215332,19.26849937438965,27.366500854492188,79.55999755859375,43.9900016784668,0.5534999966621399,13.583999633789062
2015-02-26,32.60499954223633,19.239999771118164,27.964500427246094,80.41000366210938,44.060001373291016,0.5550000071525574,13.812666893005371
2015-02-27,32.1150016784668,19.007999420166016,28.131500244140625,78.97000122070312,43.849998474121094,0.5515000224113464,13.555999755859375
2015-03-02,32.272499084472656,19.283000946044922,28.750999450683594,79.75,43.880001068115234,0.5649999976158142,13.155332565307617
2015-03-03,32.34000015258789,19.230499267578125,28.93950080871582,79.5999984741211,43.279998779296875,0.5544999837875366,13.303999900817871
2015-03-04,32.1349983215332,19.13599967956543,28.916500091552734,80.9000015258789,43.060001373291016,0.5607500076293945,13.496000289916992
2015-03-05,31.602500915527344,19.39150047302246,29.071500778198242,81.20999908447266,43.11000061035156,0.5715000033378601,13.375332832336426
2015-03-06,31.649999618530273,19.004499435424805,28.645000457763672,80.01000213623047,42.36000061035156,0.5637500286102295,12.925333023071289
2015-03-09,31.78499984741211,18.92799949645996,28.704999923706055,79.44000244140625,42.849998474121094,0.5652499794960022,12.725333213806152
2015-03-10,31.127500534057617,18.475500106811523,27.99250030517578,77.55000305175781,42.029998779296875,0.574999988079071,12.687999725341797
2015-03-11,30.559999465942383,18.318500518798828,27.784500122070312,77.56999969482422,41.97999954223633,0.5720000267028809,12.916000366210938
2015-03-12,31.112499237060547,18.711999893188477,28.058500289916992,78.93000030517578,41.02000045776367,0.5667499899864197,12.73799991607666
2015-03-13,30.897499084472656,18.52899932861328,27.649999618530273,78.05000305175781,41.380001068115234,0.5674999952316284,12.578666687011719
2015-03-16,31.237499237060547,18.667499542236328,28.082000732421875,78.06999969482422,41.560001373291016,0.5742499828338623,13.046667098999023
2015-03-17,31.760000228881836,18.59600067138672,27.88050079345703,79.36000061035156,41.70000076293945,0.581250011920929,12.982000350952148
2015-03-18,32.11750030517578,18.756999969482422,28.308000564575195,80.91000366210938,42.5,0.5717499852180481,13.380666732788086
2015-03-19,31.875,18.66200065612793,28.183500289916992,82.75,42.290000915527344,0.5805000066757202,13.043333053588867
2015-03-20,31.475000381469727,18.92449951171875,28.247499465942383,83.80000305175781,42.880001068115234,0.5867499709129333,13.20533275604248
2015-03-23,31.802499771118164,18.75550079345703,28.26849937438965,84.43000030517578,42.86000061035156,0.5677499771118164,13.308667182922363
2015-03-24,31.672500610351562,18.704500198364258,28.87700080871582,85.30999755859375,42.900001525878906,0.5600000023841858,13.447999954223633
2015-03-25,30.844999313354492,18.54800033569336,28.350000381469727,82.91999816894531,41.459999084472656,0.5260000228881836,12.953332901000977
2015-03-26,31.059999465942383,18.36750030517578,28.18199920654297,83.01000213623047,41.209999084472656,0.5242499709129333,12.694000244140625
2015-03-27,30.8125,18.527999877929688,27.877500534057617,83.30000305175781,40.970001220703125,0.534500002861023,12.333333015441895
2015-03-30,31.592500686645508,18.72949981689453,28.05699920654297,83.19999694824219,40.959999084472656,0.5367500185966492,12.704667091369629
2015-03-31,31.107500076293945,18.604999542236328,27.735000610351562,82.22000122070312,40.65999984741211,0.5232499837875366,12.584667205810547
2015-04-01,31.0625,18.51300048828125,27.47450065612793,81.66999816894531,40.720001220703125,0.5252500176429749,12.505999565124512
2015-04-02,31.329999923706055,18.612499237060547,27.065500259399414,81.55999755859375,40.290000915527344,0.5264999866485596,12.733332633972168
2015-04-06,31.837499618530273,18.851999282836914,27.197500228881836,82.44000244140625,41.54999923706055,0.5417500138282776,13.539999961853027
2015-04-07,31.502500534057617,18.720500946044922,27.243000030517578,82.31999969482422,41.529998779296875,0.546500027179718,13.550000190734863
2015-04-08,31.399999618530273,19.059999465942383,27.441999435424805,82.27999877929688,41.41999816894531,0.5504999756813049,13.844667434692383
2015-04-09,31.639999389648438,19.177000045776367,27.400999069213867,82.16999816894531,41.47999954223633,0.5632500052452087,14.005999565124512
2015-04-10,31.774999618530273,19.13249969482422,27.427000045776367,82.04000091552734,41.720001220703125,0.5690000057220459,14.0600004196167
2015-04-13,31.712499618530273,19.118000030517578,27.43199920654297,83.01000213623047,41.7599983215332,0.5637500286102295,13.985333442687988
2015-04-14,31.575000762939453,19.25550079345703,26.98900032043457,83.5199966430664,41.650001525878906,0.5590000152587891,13.830666542053223
2015-04-15,31.69499969482422,19.172500610351562,27.052000045776367,82.70999908447266,42.2599983215332,0.565750002861023,13.85533332824707
2015-04-16,31.542499542236328,19.302000045776367,27.176000595092773,82.30999755859375,42.15999984741211,0.562250018119812,13.779999732971191
2015-04-17,31.1875,18.777999877929688,26.636999130249023,80.77999877929688,41.619998931884766,0.5550000071525574,13.78600025177002
2015-04-20,31.899999618530273,19.475500106811523,27.226499557495117,83.08999633789062,42.90999984741211,0.5522500276565552,13.684666633605957
2015-04-21,31.727500915527344,19.55900001525879,27.145999908447266,83.62000274658203,42.63999938964844,0.5515000224113464,13.96066665649414
2015-04-22,32.154998779296875,19.489999771118164,27.458999633789062,84.62999725341797,42.9900016784668,0.5577499866485596,14.629332542419434
2015-04-23,32.41749954223633,19.499500274658203,27.87299919128418,82.41000366210938,43.34000015258789,0.5554999709129333,14.573332786560059
2015-04-24,32.56999969482422,22.2549991607666,28.683000564575195,81.52999877929688,47.869998931884766,0.5507500171661377,14.562000274658203
2015-04-27,33.162498474121094,21.92799949645996,28.305999755859375,81.91000366210938,48.029998779296875,0.5550000071525574,15.436667442321777
2015-04-28,32.63999938964844,21.465499877929688,28.2185001373291,80.68000030517578,49.15999984741211,0.5577499866485596,15.36533260345459
2015-04-29,32.15999984741211,21.4685001373291,28.069499969482422,80.47000122070312,49.060001373291016,0.5534999966621399,15.49666690826416
2015-04-30,31.287500381469727,21.089000701904297,27.438499450683594,78.7699966430664,48.63999938964844,0.5550000071525574,15.069999694824219
2015-05-01,32.23749923706055,21.14349937438965,27.558000564575195,78.98999786376953,48.65999984741211,0.5687500238418579,15.0686674118042
2015-05-04,32.17499923706055,21.152000427246094,27.642000198364258,78.80999755859375,48.2400016784668,0.5652499794960022,15.36733341217041
2015-05-05,31.450000762939453,21.059499740600586,27.152000427246094,77.55999755859375,47.599998474121094,0.5507500171661377,15.529999732971191
2015-05-06,31.252500534057617,20.954999923706055,26.753999710083008,78.0999984741211,46.279998779296875,0.5525000095367432,15.362000465393066
2015-05-07,31.315000534057617,21.3439998626709,27.101999282836914,78.43000030517578,46.70000076293945,0.562250018119812,15.786666870117188
2015-05-08,31.905000686645508,21.684499740600586,27.447500228881836,78.51000213623047,47.75,0.5207499861717224,15.77400016784668
2015-05-11,31.579999923706055,21.642499923706055,27.288999557495117,78.01000213623047,47.369998931884766,0.515749990940094,15.965999603271484
2015-05-12,31.467500686645508,21.551000595092773,26.936500549316406,77.45999908447266,47.349998474121094,0.5207499861717224,16.31599998474121
2015-05-13,31.502500534057617,21.3435001373291,26.97450065612793,78.44000244140625,47.630001068115234,0.5237500071525574,16.211999893188477
2015-05-14,32.23749923706055,21.61400032043457,27.459999084472656,81.37000274658203,48.720001220703125,0.5322499871253967,16.273332595825195
2015-05-15,32.192501068115234,21.299999237060547,27.324499130249023,80.41999816894531,48.29999923706055,0.5325000286102295,16.589332580566406
2015-05-18,32.54750061035156,21.261999130249023,27.333499908447266,80.87999725341797,48.0099983215332,0.5317500233650208,16.583332061767578
2015-05-19,32.51750183105469,21.085500717163086,27.464000701904297,80.62999725341797,47.58000183105469,0.5260000228881836,16.47599983215332
2015-05-20,32.51499938964844,21.19300079345703,27.625499725341797,80.55000305175781,47.58000183105469,0.5260000228881836,16.290000915527344
2015-05-21,32.84749984741211,21.581499099731445,27.840499877929688,80.4800033569336,47.41999816894531,0.5222499966621399,16.374666213989258
2015-05-22,33.1349983215332,21.381500244140625,27.72599983215332,80.54000091552734,46.900001525878906,0.5214999914169312,16.51533317565918
2015-05-26,32.404998779296875,21.273500442504883,27.359500885009766,79.33000183105469,46.59000015258789,0.5182499885559082,16.497333526611328
2015-05-27,33.0099983215332,21.570999145507812,27.712499618530273,80.55000305175781,47.61000061035156,0.5460000038146973,16.495332717895508
2015-05-28,32.94499969482422,21.328500747680664,27.708999633789062,80.1500015258789,47.45000076293945,0.5534999966621399,16.76333236694336
2015-05-29,32.56999969482422,21.46150016784668,27.266000747680664,79.19000244140625,46.86000061035156,0.5532500147819519,16.719999313354492
2015-06-01,32.6349983215332,21.54599952697754,27.460500717163086,80.29000091552734,47.22999954223633,0.559499979019165,16.6299991607666
2015-06-02,32.4900016784668,21.54949951171875,27.697500228881836,80.44000244140625,46.91999816894531,0.5485000014305115,16.55666732788086
2015-06-03,32.529998779296875,21.829500198364258,27.76449966430664,82.44000244140625,46.849998474121094,0.5425000190734863,16.599332809448242
2015-06-04,32.34000015258789,21.538999557495117,27.58449935913086,82.05000305175781,46.36000061035156,0.5522500276565552,16.39466667175293
2015-06-05,32.162498474121094,21.34749984741211,27.476499557495117,82.13999938964844,46.13999938964844,0.5565000176429749,16.609333038330078
2015-06-08,31.950000762939453,21.174999237060547,27.173999786376953,80.66999816894531,45.72999954223633,0.543749988079071,17.086000442504883
2015-06-09,31.854999542236328,21.27400016784668,27.107999801635742,80.66999816894531,45.650001525878906,0.546500027179718,17.066667556762695
2015-06-10,32.220001220703125,21.53849983215332,27.6299991607666,82.16000366210938,46.61000061035156,0.5367500185966492,16.713333129882812
2015-06-11,32.147499084472656,21.648500442504883,27.50200080871582,81.83000183105469,46.439998626708984,0.5425000190734863,16.76066780090332
2015-06-12,31.792499542236328,21.496000289916992,27.37350082397461,81.52999877929688,45.970001220703125,0.5277500152587891,16.71266746520996
2015-06-15,31.729999542236328,21.183500289916992,27.149999618530273,80.70999908447266,45.47999954223633,0.5267500281333923,16.691999435424805
2015-06-16,31.899999618530273,21.363000869750977,27.243499755859375,81.05999755859375,45.83000183105469,0.5332499742507935,16.874666213989258
2015-06-17,31.825000762939453,21.390499114990234,27.329999923706055,81.79000091552734,45.970001220703125,0.5394999980926514,17.360666275024414
2015-06-18,31.969999313354492,21.969499588012695,27.80900001525879,82.91000366210938,46.720001220703125,0.5485000014305115,17.459333419799805
2015-06-19,31.649999618530273,21.746000289916992,27.875999450683594,82.51000213623047,46.099998474121094,0.546750009059906,17.500667572021484
2015-06-22,31.90250015258789,21.81450080871582,27.983999252319336,84.73999786376953,46.22999954223633,0.5444999933242798,17.319332122802734
2015-06-23,31.75749969482422,22.29949951171875,28.16950035095215,87.87999725341797,45.90999984741211,0.5304999947547913,17.844667434692383
2015-06-24,32.02750015258789,22.04199981689453,27.928499221801758,88.86000061035156,45.63999938964844,0.5252500176429749,17.67799949645996
2015-06-25,31.875,22.0049991607666,27.897499084472656,87.9800033569336,45.650001525878906,0.5292500257492065,17.91933250427246
2015-06-26,31.6875,21.905000686645508,27.652999877929688,88.01000213623047,45.2599983215332,0.5184999704360962,17.805999755859375
2015-06-29,31.13249969482422,21.493000030517578,27.0625,85.80000305175781,44.369998931884766,0.503000020980835,17.468000411987305
2015-06-30,31.357500076293945,21.704500198364258,27.00200080871582,85.7699966430664,44.150001525878906,0.5027499794960022,17.884000778198242
2015-07-01,31.649999618530273,21.86949920654297,27.165000915527344,86.91000366210938,44.45000076293945,0.5099999904632568,17.94333267211914
2015-07-02,31.610000610351562,21.885499954223633,27.367000579833984,87.29000091552734,44.400001525878906,0.5105000138282776,18.667999267578125
2015-07-06,31.5,21.802000045776367,27.2810001373291,87.55000305175781,44.38999938964844,0.5042499899864197,18.648000717163086
2015-07-07,31.422500610351562,21.836000442504883,27.50149917602539,87.22000122070312,44.29999923706055,0.4947499930858612,17.858667373657227
2015-07-08,30.642499923706055,21.485000610351562,27.084999084472656,85.6500015258789,44.2400016784668,0.49125000834465027,16.997333526611328
2015-07-09,30.017499923706055,21.719499588012695,27.232500076293945,85.87999725341797,44.52000045776367,0.48524999618530273,17.19466781616211
2015-07-10,30.81999969482422,22.175500869750977,27.805500030517578,87.94999694824219,44.61000061035156,0.4937500059604645,17.27666664123535
2015-07-13,31.415000915527344,22.778499603271484,28.58650016784668,90.0999984741211,45.540000915527344,0.4970000088214874,17.477333068847656
2015-07-14,31.40250015258789,23.278499603271484,29.208999633789062,89.68000030517578,45.619998931884766,0.4972499907016754,17.709999084472656
2015-07-15,31.704999923706055,23.059499740600586,29.197999954223633,89.76000213623047,45.7599983215332,0.4937500059604645,17.542667388916016
2015-07-16,32.127498626708984,23.77400016784668,30.089000701904297,90.8499984741211,46.65999984741211,0.5047500133514404,17.778667449951172
2015-07-17,32.404998779296875,24.15049934387207,34.98099899291992,94.97000122070312,46.619998931884766,0.5017499923706055,18.310667037963867
2015-07-20,33.01750183105469,24.405000686645508,34.641998291015625,97.91000366210938,46.91999816894531,0.4925000071525574,18.817333221435547
2015-07-21,32.6875,24.399999618530273,34.76750183105469,98.38999938964844,47.279998779296875,0.4947499930858612,17.784666061401367
2015-07-22,31.30500030517578,24.41349983215332,34.755001068115234,97.04000091552734,45.540000915527344,0.48524999618530273,17.857999801635742
2015-07-23,31.290000915527344,24.108999252319336,33.73649978637695,95.44000244140625,46.11000061035156,0.49125000834465027,17.81333351135254
2015-07-24,31.125,26.47100067138672,32.73849868774414,96.94999694824219,45.939998626708984,0.4855000078678131,17.694000244140625
2015-07-27,30.6924991607666,26.570499420166016,32.91350173950195,94.16999816894531,45.349998474121094,0.4827499985694885,16.867332458496094
2015-07-28,30.844999313354492,26.30150032043457,32.983001708984375,95.29000091552734,45.34000015258789,0.4932500123977661,17.654666900634766
2015-07-29,30.747499465942383,26.450000762939453,33.07149887084961,96.98999786376953,46.290000915527344,0.49924999475479126,17.58799934387207
2015-07-30,30.592500686645508,26.83799934387207,33.22800064086914,95.20999908447266,46.880001068115234,0.5005000233650208,17.785999298095703
2015-07-31,30.325000762939453,26.8075008392334,32.875,94.01000213623047,46.70000076293945,0.4987500011920929,17.74333381652832
2015-08-03,29.610000610351562,26.75149917602539,33.236000061035156,94.13999938964844,46.810001373291016,0.5072500109672546,17.332666397094727
2015-08-04,28.65999984741211,26.594999313354492,33.06399917602539,94.05999755859375,47.540000915527344,0.5092499852180481,17.75200080871582
2015-08-05,28.850000381469727,26.850500106811523,33.66450119018555,96.44000244140625,47.58000183105469,0.5145000219345093,18.0086669921875
2015-08-06,28.782499313354492,26.472999572753906,33.50749969482422,95.12000274658203,46.619998931884766,0.5112500190734863,16.408666610717773
2015-08-07,28.8799991607666,26.131000518798828,33.21950149536133,94.30000305175781,46.7400016784668,0.5745000243186951,16.167333602905273
2015-08-10,29.93000030517578,26.200000762939453,33.15700149536133,94.1500015258789,47.33000183105469,0.5945000052452087,16.076000213623047
2015-08-11,28.372499465942383,26.37299919128418,34.51499938964844,93.62000274658203,46.40999984741211,0.5914999842643738,15.824666976928711
2015-08-12,28.809999465942383,26.295499801635742,34.57350158691406,94.19000244140625,46.7400016784668,0.5929999947547913,15.878000259399414
2015-08-13,28.787500381469727,26.482999801635742,34.32550048828125,93.43000030517578,46.72999954223633,0.5879999995231628,16.167333602905273
2015-08-14,28.989999771118164,26.576000213623047,34.46849822998047,94.41999816894531,47.0,0.5885000228881836,16.209999084472656
2015-08-17,29.290000915527344,26.76099967956543,34.705501556396484,93.93000030517578,47.31999969482422,0.5847499966621399,16.999332427978516
2015-08-18,29.125,26.750999450683594,34.436500549316406,95.16999816894531,47.27000045776367,0.5770000219345093,17.381332397460938
2015-08-19,28.752500534057617,26.645999908447266,34.70199966430664,95.30999755859375,46.61000061035156,0.5747500061988831,17.016666412353516
2015-08-20,28.162500381469727,25.788999557495117,33.9739990234375,90.55999755859375,45.65999984741211,0.5540000200271606,16.14533233642578
2015-08-21,26.440000534057617,24.723499298095703,32.201499938964844,86.05999755859375,43.06999969482422,0.5367500185966492,15.38466739654541
2015-08-24,25.780000686645508,23.168500900268555,30.905500411987305,82.08999633789062,41.68000030517578,0.5177500247955322,14.591333389282227
2015-08-25,25.934999465942383,23.318500518798828,30.62350082397461,83.0,40.470001220703125,0.5070000290870667,14.66866683959961
2015-08-26,27.422500610351562,25.03849983215332,32.98699951171875,87.19000244140625,42.709999084472656,0.5452499985694885,14.989333152770996
2015-08-27,28.229999542236328,25.918500900268555,33.39799880981445,89.7300033569336,43.900001525878906,0.565750002861023,16.19933319091797
2015-08-28,28.322500228881836,25.90049934387207,32.984500885009766,91.01000213623047,43.93000030517578,0.5682500004768372,16.565332412719727
2015-08-31,28.190000534057617,25.644500732421875,32.39099884033203,89.43000030517578,43.52000045776367,0.5619999766349792,16.604000091552734
2015-09-01,26.93000030517578,24.82699966430664,31.47800064086914,87.2300033569336,41.81999969482422,0.5389999747276306,15.908666610717773
2015-09-02,28.084999084472656,25.52750015258789,32.24549865722656,89.88999938964844,43.36000061035156,0.5552499890327454,16.512666702270508
2015-09-03,27.592500686645508,25.236000061035156,31.852500915527344,88.1500015258789,43.5,0.5567499995231628,16.3713321685791
2015-09-04,27.3174991607666,24.950000762939453,31.447999954223633,88.26000213623047,42.61000061035156,0.543749988079071,16.1286678314209
2015-09-08,28.077499389648438,25.87700080871582,32.194000244140625,89.52999877929688,43.88999938964844,0.5669999718666077,16.544666290283203
2015-09-09,27.537500381469727,25.844499588012695,32.170501708984375,90.44000244140625,43.06999969482422,0.5557500123977661,16.5939998626709
2015-09-10,28.142499923706055,26.11199951171875,32.55400085449219,91.9800033569336,43.290000915527344,0.5644999742507935,16.565332412719727
2015-09-11,28.552499771118164,26.472000122070312,32.76499938964844,92.05000305175781,43.47999954223633,0.5662500262260437,16.682666778564453
2015-09-14,28.827499389648438,26.069000244140625,32.62350082397461,92.30999755859375,43.040000915527344,0.5672500133514404,16.87933349609375
2015-09-15,29.06999969482422,26.118499755859375,33.253501892089844,92.9000015258789,43.97999954223633,0.5734999775886536,16.904666900634766
2015-09-16,29.102500915527344,26.36949920654297,33.2760009765625,93.44999694824219,44.29999923706055,0.5774999856948853,17.483333587646484
2015-09-17,28.479999542236328,26.943500518798828,33.583499908447266,94.33999633789062,44.25,0.5827500224113464,17.471332550048828
2015-09-18,28.362499237060547,27.01300048828125,33.04600143432617,94.4000015258789,43.47999954223633,0.5822499990463257,17.374666213989258
2015-09-21,28.802499771118164,27.41950035095215,33.3489990234375,95.55000305175781,44.11000061035156,0.5882499814033508,17.613332748413086
2015-09-22,28.350000381469727,26.920000076293945,32.65999984741211,92.95999908447266,43.900001525878906,0.5722500085830688,17.395999908447266
2015-09-23,28.579999923706055,26.803499221801758,32.66450119018555,93.97000122070312,43.869998931884766,0.574999988079071,17.40399932861328
2015-09-24,28.75,26.6875,32.74549865722656,94.41000366210938,43.90999984741211,0.5860000252723694,17.541332244873047
2015-09-25,28.677499771118164,26.212499618530273,32.00749969482422,92.7699966430664,43.939998626708984,0.5902500152587891,17.12733268737793
2015-09-28,28.110000610351562,25.202999114990234,31.212499618530273,89.20999908447266,43.290000915527344,0.5824999809265137,16.562000274658203
2015-09-29,27.264999389648438,24.803499221801758,31.13050079345703,86.66999816894531,43.439998626708984,0.5927500128746033,16.44333267211914
2015-09-30,27.575000762939453,25.594499588012695,31.918500900268555,89.9000015258789,44.2599983215332,0.6162499785423279,16.559999465942383
2015-10-01,27.395000457763672,26.035999298095703,32.099998474121094,90.94999694824219,44.61000061035156,0.6042500138282776,15.991999626159668
2015-10-02,27.594999313354492,26.62700080871582,32.8494987487793,92.06999969482422,45.56999969482422,0.6200000047683716,16.504667282104492
2015-10-05,27.69499969482422,27.18400001525879,33.58399963378906,94.01000213623047,46.630001068115234,0.6355000138282776,16.40999984741211
2015-10-06,27.827499389648438,26.874000549316406,33.582000732421875,92.80000305175781,46.75,0.643750011920929,16.097333908081055
2015-10-07,27.69499969482422,27.097000122070312,33.5,92.4000015258789,46.79999923706055,0.6504999995231628,15.46399974822998
2015-10-08,27.375,26.658000946044922,33.349998474121094,92.47000122070312,47.45000076293945,0.6542500257492065,15.114666938781738
2015-10-09,28.030000686645508,26.989999771118164,33.5620002746582,93.23999786376953,47.11000061035156,0.6517500281333923,14.712667465209961
2015-10-12,27.899999618530273,27.50950050354004,33.82149887084961,94.26000213623047,47.0,0.6587499976158142,14.371999740600586
